title,undertitle,price,address,date,key_value,propertydetail
CS D200,"2 bedroom, 2 bathroom Condo for sale in Thingangkuun, Yangon","For Sale                                    
                        4,000 Lakhs","Thingangkuun, Yangon",Posted Date : 09 Oct 2025,"[('Type', 'Condo'), ('Area', '1530 ft<sup>2</sup>'), ('Bed Room', '2'), ('Bath Room', '2'), ('Ownership', ''), ('Furnishing Type', 'Partially Furnished')]","Property Name : သင်္ဃန်းကျွန်းမြို့နယ်, Royal Zawtika Condo ပြင်ဆင်ပြီး အ​ရောင်း​လေး။"
House For Sale in Thingangkuun,"Luxury Privatehouse for sale in Thingangkuun, Yangon","For Sale                                    
                        11,200 Lakhs","Thingangkuun, Yangon",Posted Date : 09 Oct 2025,"[('Type', 'House'), ('Area', ""20' x 60'""), ('Ownership', '')]",Property Name : ?ဝါကျွတ်မှာလုံးချင်းအိမ်ကောင်းကောင််းသန့်သန့်လေးပိုင်ဆိုင်ချင်သူတွေနေရာကောင်းအချက်ကျတဲ့နေရာက အိမ်လေးကို ပိုင်ဆိုင်ဖို့အတွက် လူကြီးမင်းတို့ရဲ့မျက်စိရှေ့ကို ယူဆောင်လာပြီနော်
Apartment For Sale in Sanchaung,"Luxury Apartment for sale in Sanchaung, Yangon","For Sale                                    
                        1,490 Lakhs","Sanchaung, Yangon",Posted Date : 09 Oct 2025,"[('Type', 'Apartment'), ('Floor', '6'), ('Area', ""12.50' x 50'""), ('Ownership', '')]",Property Name : ?#စမ်းချောင်းမြို့နယ်_ပြည်သူ့ကွက်သစ်(၁)လမ်း_တိုက်ခန်းအရောင်း
Apartment For Sale in Hlaing,"Apartment for sale in Hlaing, Yangon","For Sale                                    
                        650 Lakhs","Hlaing, Yangon",Posted Date : 09 Oct 2025,"[('Type', 'Apartment'), ('Floor', '5'), ('Area', ""12.50' x 40'""), ('Ownership', '')]",Property Name : လှိုင် ၁ရပ်ကွက် အောင်မေတ္တာ ၄လမ်း 12.5/40 4လွှာတိုက် ဒါဘားခန်း*အမြန်ရောင်းမည်
Apartment For Sale in Tamwe,"Luxury Apartment for sale in Tamwe, Yangon","For Sale                                    
                        1,900 Lakhs","Tamwe, Yangon",Posted Date : 09 Oct 2025,"[('Type', 'Apartment'), ('Floor', '6'), ('Area', ""17' x 65'""), ('Ownership', '')]",Property Name : ကျောက်မြောင်း မလွှကုန်းလမ်း လမ်းမတန်းအနီး  (၁၇ ×၆၅)ပေ ၆ လွှာ တမိုးအောက်
Land For Sale in Dagon Myothit (North)," Land for sale in Dagon Myothit (North), Yangon","For Sale                                    
                        4,300 Lakhs","Dagon Myothit (North), Yangon",Posted Date : 09 Oct 2025,"[('Type', 'Land'), ('Area', ""23' x 60'""), ('Ownership', '')]",Property Name : #ခြံမြေသီးသန့်အရောင်း
Apartment For Sale in Dagon Myothit (North),"Luxury Apartment for sale in Dagon Myothit (North), Yangon","For Sale                                    
                        1,600 Lakhs","Dagon Myothit (North), Yangon",Posted Date : 09 Oct 2025,"[('Type', 'Apartment'), ('Floor', '6'), ('Area', ""18' x 54'""), ('Ownership', '')]",Property Name : *ဘုရင့်နောင်လမ်းမကြီးပေါ်  *တပင်ရွှေထီးလမ်းမကြီးနီးတယ်ဗျာ
Apartment For Sale in Dagon Myothit (North),"Luxury Apartment for sale in Dagon Myothit (North), Yangon","For Sale                                    
                        2,300 Lakhs","Dagon Myothit (North), Yangon",Posted Date : 09 Oct 2025,"[('Type', 'Apartment'), ('Floor', '2'), ('Area', ""19' x 54'""), ('Ownership', '')]",Property Name : မြောက်ဒဂုံ  ၁၉ ပေ ၅၄ ဒုတိယထပ်  အခန်း ၃ ခန်းပါ လက်တင်နေ   ပင်လုံလမ်းမကြီးအနီး
Apartment For Sale in Thingangkuun,"Apartment for sale in Thingangkuun, Yangon","For Sale                                    
                        920 Lakhs","Thingangkuun, Yangon",Posted Date : 09 Oct 2025,"[('Type', 'Apartment'), ('Floor', '4'), ('Area', ""12.50' x 50'""), ('Ownership', '')]",Property Name : သင်္ဃန်းကျွန်းမြို့နယ် ၊စီမံကိန်း ရပ်ကွက် သခင်ဖိုးလှကြီးလမ်းကျယ် ၊စံပြစျေးအနီး၁၂ ပေခွဲပေ ၅၀ (၄လွှာ) တမိုးအောက်
Apartment For Sale in Thaketa,"Luxury Apartment for sale in Thaketa, Yangon","For Sale                                    
                        1,500 Lakhs","Thaketa, Yangon",Posted Date : 09 Oct 2025,"[('Type', 'Apartment'), ('Floor', '5'), ('Area', ""18' x 54'""), ('Ownership', '')]",Property Name : ရန်ကုန်တိုင်း သာကေတမြို့နယ် 4/တောင်ရပ်ကွက်တမိုးအောက်ငါးလွှာ.. ဘေးနှစ်ဘက်တိုက်မရှိလေဝင်လေထွက်ကောင်းလေကောင်းလေသန့်ရ
Apartment For Sale in Dawbon,"Apartment for sale in Dawbon, Yangon","For Sale                                    
                        730 Lakhs","Dawbon, Yangon",Posted Date : 09 Oct 2025,"[('Type', 'Apartment'), ('Floor', '5'), ('Area', ""12.50' x 50'""), ('Ownership', '')]",Property Name : ဒေါပုံမြို့နယ် နွယ်အေးရပ်ကွက် ဗလီအနီး ဘာသာရေးကျောင်းအနီး12ပေခွဲ 55ပေ အိမ်အရောင်း Post
The Century Condominium for Sales Hlaing Township in Yangon,"1 bedroom, 1 bathroom Condo for sale in Hlaing, Yangon","For Sale                                    
                        3,300 Lakhs","Hlaing, Yangon",Posted Date : 09 Oct 2025,"[('Type', 'Condo'), ('Area', '457 ft<sup>2</sup>'), ('Bed Room', '1'), ('Bath Room', '1'), ('Ownership', '')]",Property Name : လှိုင်မြို့နယ်ရှိThe Century Condominiumအရောင်း/The Century Condominium for Sales Hlaing Township in Yangon
Apartment For Sale in Dawbon,"Luxury Apartment for sale in Dawbon, Yangon","For Sale                                    
                        1,100 Lakhs","Dawbon, Yangon",Posted Date : 09 Oct 2025,"[('Type', 'Apartment'), ('Floor', '2'), ('Area', ""12.50' x 50'""), ('Ownership', '')]",Property Name :  မိန်းလမ်းမ မှ လှန်းမြင်ရသော      မင်္ဂလာစျေးရဲ့အနီးဆုံးမှာရှိတယ့် ဂျပန်တံတား      အဆင်း ဒေါပုံ ပုသိမ်မြေရပ်ကွက် ပုသိမ်မြေ ၃လမ်း      နေရာကောင်း လမ်းသာပါတယ်နော်
Apartment For Sale in Thingangkuun,"Apartment for sale in Thingangkuun, Yangon","For Sale                                    
                        980 Lakhs","Thingangkuun, Yangon",Posted Date : 09 Oct 2025,"[('Type', 'Apartment'), ('Floor', '5'), ('Area', ""12.50' x 50'""), ('Ownership', '')]",Property Name : ?သင်္ဃန်းကျွန်းမြို့နယ်၊ စံပြရပ်ကွက်၊ စံပြ၂လမ်း ၊ 12 ပေခွဲ 50၊ ၅လွှာ၊ ၆ထပ်တိုက်ရဲ့   ၅ လွာ အရောင်းခန်းဖြစ်ပါသည်
Landed House for Sales Yankin Township in Yangon," Shop for sale in Yankin, Yangon","For Sale                                    
                        45,000 Lakhs","Yankin, Yangon",Posted Date : 09 Oct 2025,"[('Type', 'Office / Retail'), ('Area', ""50' x 52'""), ('Ownership', '')]",Property Name : ရန်ကင်းမြို့နယ်၊ ဘောက်ထော်အတွင်း နှစ်ထပ်လုံးချင်းအိမ်အရောင်း/Landed House for Sales Yankin Township in Yangon
Apartment For Sale in Dawbon,"Luxury Apartment for sale in Dawbon, Yangon","For Sale                                    
                        1,150 Lakhs","Dawbon, Yangon",Posted Date : 09 Oct 2025,"[('Type', 'Apartment'), ('Floor', '2'), ('Area', ""12.50' x 50'""), ('Ownership', '')]",Property Name : ဒေါပုံမြို့နယ်  သင်္ဒ္ဒါရုံမှတ်တိုင် အနီး  မှတ်တိုင်နီး/ဈေးနီး/ ကျောင်းနီး / Orange အနီး  လမ်းသန့် /ပတ်၀န်းကျင်သန့်
Apartment For Sale in Sanchaung,"Luxury Apartment for sale in Sanchaung, Yangon","For Sale                                    
                        1,550 Lakhs","Sanchaung, Yangon",Posted Date : 09 Oct 2025,"[('Type', 'Apartment'), ('Floor', '5'), ('Area', ""12.50' x 50'""), ('Ownership', '')]",Property Name : စမ်းချောင်းလို နေရာကောင်းမှာ အခြေချနေထိုင်ချင်သူများ လက်မလွှတ်သင့်တဲ့ အခွင့်အရေး ❗
Apartment For Sale in Dagon Myothit (North),"Luxury Apartment for sale in Dagon Myothit (North), Yangon","For Sale                                    
                        3,200 Lakhs","Dagon Myothit (North), Yangon",Posted Date : 09 Oct 2025,"[('Type', 'Apartment'), ('Floor', 'gf'), ('Area', ""18' x 54'""), ('Ownership', '')]",Property Name :  မြောက်ဒဂုံ41/ရပ်ကွက်မြေညီတိုက်ခန်း အမြန်ရောင်းပါမည်
House For Sale in Dagon Myothit (North),"Luxury Privatehouse for sale in Dagon Myothit (North), Yangon","For Sale                                    
                        3,650 Lakhs","Dagon Myothit (North), Yangon",Posted Date : 09 Oct 2025,"[('Type', 'House'), ('Area', ""20' x 60'""), ('Ownership', '')]",Property Name : အရှေ့ဒဂုံမြို့နယ်က မိန်းလမ်းမတန်းနဲ့နီးစပ်တဲ့  ဆောက်လုပ်ပြီးသား 2RCတိုက်သန့်အရောင်း
Apartment For Sale in Dawbon,"Apartment for sale in Dawbon, Yangon","For Sale                                    
                        893 Lakhs","Dawbon, Yangon",Posted Date : 09 Oct 2025,"[('Type', 'Apartment'), ('Floor', '6'), ('Area', ""12.50' x 50'""), ('Ownership', '')]",Property Name : ဒေါပုံFortune Plazer အနီး  #မင်းနန္ဒာမိန်းလမ်းမကြီးနဲ့_2လမ်းမြောက်&quot;? #6လွှာ အပေါ်ဆုံးထပ် ၊ (#ဘေးတိုက်လုံးဝမရှိ )
Condo For Sale in Thingangkuun,"Luxury Condo for sale in Thingangkuun, Yangon","For Sale                                    
                        2,570 Lakhs","Thingangkuun, Yangon",Posted Date : 09 Oct 2025,"[('Type', 'Condo'), ('Floor', '7'), ('Area', ""18' x 54'""), ('Ownership', '')]",Property Name : ရန်ကုန်မြို့ရဲ့ အချက်အချာကျပြီး လူကြိုက်အများဆုံးနေရာတစ်ခုဖြစ်တဲ့ သင်္ဃန်းကျွန်းမြို့နယ် ဝေသန္တရာလမ်းထဲက   Mini Condo အခန်းလေးကို မှ  တိုက်ခန်းစျေးလောက်ပဲ   ဈေးတန်တန်လေးနဲ့ ရမယ်နော် အမျိုးတို့ 
Condo For Sale in Yankin,"Luxury Condo for sale in Yankin, Yangon","For Sale                                    
                        18,400 Lakhs","Yankin, Yangon",Posted Date : 09 Oct 2025,"[('Type', 'Condo'), ('Area', '1699 ft<sup>2</sup>'), ('Ownership', '')]",Property Name : sky suite condoအရောင်းပါ
Land For Sale in Dagon Myothit (North)," Land for sale in Dagon Myothit (North), Yangon","For Sale                                    
                        11,000 Lakhs","Dagon Myothit (North), Yangon",Posted Date : 09 Oct 2025,"[('Type', 'Land'), ('Area', ""40' x 60'""), ('Ownership', '')]",Property Name : မြောက်ဒဂုံမြို့နယ်(46)ရပ်ကွက်ရှိ လမ်းမတန်းအနီးမှာဖြစ်တဲ့ မြေကွက်အရောင်း
Apartment For Sale in Bahan,"4 bedroom, 2 bathroom Apartment for sale in Bahan, Yangon","For Sale                                    
                        4,400 Lakhs","Bahan, Yangon",Posted Date : 09 Oct 2025,"[('Type', 'Apartment'), ('Floor', '(၃)လွှာ'), ('Area', ""55' x 28'""), ('Bed Room', '4'), ('Bath Room', '2'), ('Ownership', '')]",Property Name : ဗဟန်း နတ်မောက်လမ်းမပေါ်ကန်တော်ကြီးရှေ့အလွှာနိမ့်တိုက်ခန်း ရောင်းပါမည်
House For Sale in Dagon Myothit (North),"Luxury Privatehouse for sale in Dagon Myothit (North), Yangon","For Sale                                    
                        5,700 Lakhs","Dagon Myothit (North), Yangon",Posted Date : 09 Oct 2025,"[('Type', 'House'), ('Area', ""40' x 60'""), ('Ownership', '')]",Property Name : မြောက်ဒဂုံမြို့နယ်(46)ရပ်ကွက်ရှိ လမ်းမကျယ်အနီးမှာဖြစ်တဲ့ ဆောက်လုပ်ပြီးသား လုံးချင်းအိမ်အရောင်း
